									2018 Outcome														2016 Outcome														2014 Outcome														2012 Outcome														2010 Outcome
2018										Democrat		Republican		Margin of Victory			Base Color			Height in mm				Democrat		Republican		Margin of Victory			Base Color			Height in mm				Democrat		Republican		Margin of Victory			Base Color			Height in mm				Democrat		Republican		Margin of Victory			Base Color			Height in mm				Democrat		Republican		Margin of Victory			Base Color			Height in mm
Index	FIPS	County	State	Index	CD	FIPS	County	State	Tot Vote	Dem Votes	%	Rep Votes	%	Votes	% (R-D)	Winner	Color		Hex	Base	Z-# Votes	Total Ht.	Tot Vote	Votes	%	Rep Votes	%	Votes	% (R-D)	Winner	Color		Hex	Base	Z-# Votes	Total Ht.	Tot Vote	Votes	%	Rep Votes	%	Votes	% (R-D)	Winner	Color		Hex	Base	Z-# Votes	Total Ht.	Tot Vote	Votes	%	Rep Votes	%	Votes	% (R-D)	Winner	Color		Hex	Base	Z-# Votes	Total Ht.	Tot Vote	Votes	%	Rep Votes	%	Votes	% (R-D)	Winner	Color		Hex	Base	Z-# Votes	Total Ht.
1532	29079	Grundy	MO	1532	6	29079	Grundy	MO	3624	595	16.40%	2921	80.60%	2326	64.20%	R	R4		ff0000	0.618	1	1.6	4404	747	17.00%	3531	80.20%	2784	63.20%	R	R4		ff0000	0.618	1	1.6	2525	406	16.10%	2000	79.20%	1594	63.10%	R	R4		ff0000	0.618	1	1.6	4342	855	19.70%	3374	77.70%	2519	58.00%	R	R3		ff7878	0.618	1	1.6	3130	594	19.00%	2534	81.00%	1940	62.00%	R	R4		ff0000	0.618	1	1.6
1533	29081	Harrison	MO	1533	6	29081	Harrison	MO	2862	429	15.00%	2358	82.40%	1929	67.40%	R	R4		ff0000	0.618	1	1.6	3637	578	15.90%	2940	80.80%	2362	64.90%	R	R4		ff0000	0.618	1	1.6	2350	381	16.20%	1859	79.10%	1478	62.90%	R	R4		ff0000	0.618	1	1.6	3648	705	19.30%	2850	78.10%	2145	58.80%	R	R3		ff7878	0.618	1	1.6	2856	592	20.70%	2263	79.20%	1671	58.50%	R	R3		ff7878	0.618	1	1.6
1534	29083	Henry	MO	1534	4	29083	Henry	MO	8572	2484	29.00%	5878	68.60%	3394	39.60%	R	R2		ff9999	0.618	1	1.6	9715	2399	24.70%	6927	71.30%	4528	46.60%	R	R3		ff7878	0.618	1	1.6	5346	1452	27.20%	3630	67.90%	2178	40.70%	R	R3		ff7878	0.618	1	1.6	9936	3532	35.50%	5970	60.10%	2438	24.50%	R	R2		ff9999	0.618	1	1.6	8191	4119	50.30%	3704	45.20%	415	-5.10%	D	B1		cce5ff	0.618	1	1.6
1535	29085	Hickory	MO	1535	4	29085	Hickory	MO	4085	934	22.90%	3069	75.10%	2135	52.30%	R	R3		ff7878	0.618	1	1.6	4613	994	21.50%	3434	74.40%	2440	52.90%	R	R3		ff7878	0.618	1	1.6	2451	571	23.30%	1778	72.50%	1207	49.20%	R	R3		ff7878	0.618	1	1.6	4630	1497	32.30%	2963	64.00%	1466	31.70%	R	R2		ff9999	0.618	1	1.6	3996	1928	48.20%	1820	45.50%	108	-2.70%	D	B1		cce5ff	0.618	1	1.6
1536	29087	Holt	MO	1536	6	29087	Holt	MO	1914	276	14.40%	1569	82.00%	1293	67.60%	R	R4		ff0000	0.618	1	1.6	2315	331	14.30%	1921	83.00%	1590	68.70%	R	R4		ff0000	0.618	1	1.6	1261	224	17.80%	982	77.90%	758	60.10%	R	R4		ff0000	0.618	1	1.6	2298	396	17.20%	1863	81.10%	1467	63.80%	R	R4		ff0000	0.618	1	1.6	1756	299	17.00%	1457	83.00%	1158	65.90%	R	R4		ff0000	0.618	1	1.6
1537	29089	Howard	MO	1537	4	29089	Howard	MO	4165	1264	30.30%	2807	67.40%	1543	37.00%	R	R2		ff9999	0.618	1	1.6	4686	1300	27.70%	3131	66.80%	1831	39.10%	R	R2		ff9999	0.618	1	1.6	2849	826	29.00%	1833	64.30%	1007	35.30%	R	R2		ff9999	0.618	1	1.6	4689	1793	38.20%	2640	56.30%	847	18.10%	R	R1		ffcccc	0.618	1	1.6	3629	1061	29.20%	2567	70.70%	1506	41.50%	R	R3		ff7878	0.618	1	1.6
1538	29091	Howell	MO	1538	8	29091	Howell	MO	14413	2766	19.20%	11434	79.30%	8668	60.10%	R	R4		ff0000	0.618	1	1.6	16946	2776	16.40%	13665	80.60%	10889	64.30%	R	R4		ff0000	0.618	1	1.6	7757	879	11.30%	4742	61.10%	2888	49.80%	R	R3		ff7878	0.618	1	1.6	16135	2895	17.90%	12456	77.20%	9561	59.30%	R	R3		ff7878	0.618	1	1.6	11804	3199	27.10%	7978	67.60%	4779	40.50%	R	R3		ff7878	0.618	1	1.6
1539	29093	Iron	MO	1539	8	29093	Iron	MO	3508	1078	30.70%	2370	67.60%	1292	36.80%	R	R2		ff9999	0.618	1	1.6	4123	1109	26.90%	2896	70.20%	1787	43.30%	R	R3		ff7878	0.618	1	1.6	2294	755	32.90%	1345	58.60%	590	25.70%	R	R2		ff9999	0.618	1	1.6	3972	1113	28.00%	2741	69.00%	1628	41.00%	R	R3		ff7878	0.618	1	1.6	3058	1270	41.50%	1626	53.20%	356	11.60%	R	R1		ffcccc	0.618	1	1.6
1540	29095	Jackson	MO	1540		29095	Jackson	MO	262359	160936	61.30%	94657	36.10%	66279	-25.30%	D	B2		99ccff	0.618	5	5.6	298416	173247	58.10%	116593	39.10%	56654	-19.00%	D	B1		cce5ff	0.618	5	5.6	137497	70972	51.60%	62102	45.20%	8870	-6.50%	D	B1		cce5ff	0.618	3	3.6	305433	181218	59.30%	117148	38.40%	64070	-21.00%	D	B1		cce5ff	0.618	6	6.6	202910	106393	52.40%	91956	45.30%	14437	-7.10%	D	B1		cce5ff	0.618	4	4.6
1541	29097	Jasper	MO	1541	7	29097	Jasper	MO	40070	10465	26.10%	28146	70.20%	17681	44.10%	R	R3		ff7878	0.618	1	1.6	47654	11681	24.50%	33755	70.80%	22074	46.30%	R	R3		ff7878	0.618	1	1.6	22010	4819	21.90%	15989	72.60%	11170	50.70%	R	R3		ff7878	0.618	1	1.6	44196	12138	27.50%	30145	68.20%	18007	40.70%	R	R3		ff7878	0.618	1	1.6	31250	7569	24.20%	22339	71.50%	14770	47.30%	R	R3		ff7878	0.618	1	1.6
1542	29099	Jefferson	MO	1542		29099	Jefferson	MO	88555	34326	38.80%	51814	58.50%	17488	19.70%	R	R1		ffcccc	0.618	2	2.6	102193	34030	33.30%	63490	62.10%	29460	28.80%	R	R2		ff9999	0.618	2	2.6	52647	18710	35.50%	30606	58.10%	11896	22.60%	R	R2		ff9999	0.618	1	1.6	92612	38101	41.10%	50566	54.60%	12465	13.50%	R	R1		ffcccc	0.618	2	2.6	66081	24237	36.70%	37659	57.00%	13422	20.30%	R	R1		ffcccc	0.618	2	2.6
1543	29101	Johnson	MO	1543	4	29101	Johnson	MO	17654	5763	32.60%	11324	64.10%	5561	31.50%	R	R2		ff9999	0.618	1	1.6	20853	5584	26.80%	14102	67.60%	8518	40.80%	R	R3		ff7878	0.618	1	1.6	11465	2950	25.70%	7770	67.80%	4820	42.00%	R	R3		ff7878	0.618	1	1.6	20530	7140	34.80%	12356	60.20%	5216	25.40%	R	R2		ff9999	0.618	1	1.6	14928	8515	57.00%	5875	39.40%	2640	-17.70%	D	B1		cce5ff	0.618	1	1.6
1544	29103	Knox	MO	1544	6	29103	Knox	MO	1551	256	16.50%	1277	82.30%	1021	65.80%	R	R4		ff0000	0.618	1	1.6	1777	317	17.80%	1425	80.20%	1108	62.40%	R	R4		ff0000	0.618	1	1.6	1287	282	21.90%	971	75.40%	689	53.50%	R	R3		ff7878	0.618	1	1.6	1819	554	30.50%	1232	67.70%	678	37.30%	R	R2		ff9999	0.618	1	1.6	1455	0	0.00%	1242	85.40%	1242	85.40%	R	R5		990000	0.618	1	1.6
1545	29105	Laclede	MO	1545	4	29105	Laclede	MO	13463	2198	16.30%	10959	81.40%	8761	65.10%	R	R4		ff0000	0.618	1	1.6	15841	2353	14.90%	12908	81.50%	10555	66.60%	R	R4		ff0000	0.618	1	1.6	6980	1000	14.30%	5654	81.00%	4654	66.70%	R	R4		ff0000	0.618	1	1.6	15181	3219	21.20%	11376	74.90%	8157	53.70%	R	R3		ff7878	0.618	1	1.6	12170	4686	38.50%	6849	56.30%	2163	17.80%	R	R1		ffcccc	0.618	1	1.6
1546	29107	Lafayette	MO	1546	5	29107	Lafayette	MO	13352	4944	37.00%	8065	60.40%	3121	23.40%	R	R2		ff9999	0.618	1	1.6	15739	5744	36.50%	9505	60.40%	3761	23.90%	R	R2		ff9999	0.618	1	1.6	9579	3153	32.90%	6128	64.00%	2975	31.10%	R	R2		ff9999	0.618	1	1.6	15638	6202	39.70%	8925	57.10%	2723	17.40%	R	R1		ffcccc	0.618	1	1.6	11948	6610	55.30%	4945	41.40%	1665	-13.90%	D	B1		cce5ff	0.618	1	1.6
1547	29109	Lawrence	MO	1547	7	29109	Lawrence	MO	13887	3184	22.90%	10067	72.50%	6883	49.60%	R	R3		ff7878	0.618	1	1.6	16422	3813	23.20%	11622	70.80%	7809	47.60%	R	R3		ff7878	0.618	1	1.6	8675	2583	29.80%	5078	58.50%	2495	28.80%	R	R2		ff9999	0.618	1	1.6	15373	4397	28.60%	9956	64.80%	5559	36.20%	R	R2		ff9999	0.618	1	1.6	11786	3433	29.10%	7448	63.20%	4015	34.10%	R	R2		ff9999	0.618	1	1.6
1548	29111	Lewis	MO	1548	6	29111	Lewis	MO	3495	771	22.10%	2664	76.20%	1893	54.20%	R	R3		ff7878	0.618	1	1.6	4313	899	20.80%	3270	75.80%	2371	55.00%	R	R3		ff7878	0.618	1	1.6	2647	697	26.30%	1882	71.10%	1185	44.80%	R	R3		ff7878	0.618	1	1.6	4043	1359	33.60%	2588	64.00%	1229	30.40%	R	R2		ff9999	0.618	1	1.6	3152	0	0.00%	2614	82.90%	2614	82.90%	R	R5		990000	0.618	1	1.6
1549	29113	Lincoln	MO	1549	3	29113	Lincoln	MO	21202	6232	29.40%	14475	68.30%	8243	38.90%	R	R2		ff9999	0.618	1	1.6	24369	6429	26.40%	16826	69.00%	10397	42.70%	R	R3		ff7878	0.618	1	1.6	12914	3473	26.90%	8804	68.20%	5331	41.30%	R	R3		ff7878	0.618	1	1.6	21688	7601	35.00%	13171	60.70%	5570	25.70%	R	R2		ff9999	0.618	1	1.6	16113	4594	28.50%	10787	66.90%	6193	38.40%	R	R2		ff9999	0.618	1	1.6
1550	29115	Linn	MO	1550	6	29115	Linn	MO	4644	1040	22.40%	3523	75.90%	2483	53.50%	R	R3		ff7878	0.618	1	1.6	5491	1235	22.50%	4102	74.70%	2867	52.20%	R	R3		ff7878	0.618	1	1.6	3423	797	23.30%	2496	72.90%	1699	49.60%	R	R3		ff7878	0.618	1	1.6	5451	1649	30.30%	3686	67.60%	2037	37.40%	R	R2		ff9999	0.618	1	1.6	4257	1224	28.80%	3032	71.20%	1808	42.50%	R	R3		ff7878	0.618	1	1.6
1551	29117	Livingston	MO	1551	6	29117	Livingston	MO	5159	965	18.70%	4107	79.60%	3142	60.90%	R	R4		ff0000	0.618	1	1.6	6271	1112	17.70%	4989	79.60%	3877	61.80%	R	R4		ff0000	0.618	1	1.6	3924	764	19.50%	3038	77.40%	2274	58.00%	R	R3		ff7878	0.618	1	1.6	5951	1402	23.60%	4435	74.50%	3033	51.00%	R	R3		ff7878	0.618	1	1.6	4515	966	21.40%	3547	78.60%	2581	57.20%	R	R3		ff7878	0.618	1	1.6
1552	29119	McDonald	MO	1552	7	29119	McDonald	MO	6516	1209	18.60%	5136	78.80%	3927	60.30%	R	R4		ff0000	0.618	1	1.6	8048	1428	17.70%	6271	77.90%	4843	60.20%	R	R4		ff0000	0.618	1	1.6	3832	685	17.90%	2970	77.50%	2285	59.60%	R	R4		ff0000	0.618	1	1.6	7603	1883	24.80%	5363	70.50%	3480	45.80%	R	R3		ff7878	0.618	1	1.6	5569	1228	22.10%	4062	72.90%	2834	50.90%	R	R3		ff7878	0.618	1	1.6
1553	29121	Macon	MO	1553	6	29121	Macon	MO	6533	1375	21.00%	5041	77.20%	3666	56.10%	R	R3		ff7878	0.618	1	1.6	7489	1573	21.00%	5688	76.00%	4115	54.90%	R	R3		ff7878	0.618	1	1.6	5012	1197	23.90%	3679	73.40%	2482	49.50%	R	R3		ff7878	0.618	1	1.6	6913	2190	31.70%	4605	66.60%	2415	34.90%	R	R2		ff9999	0.618	1	1.6	5407	0	0.00%	4352	80.50%	4352	80.50%	R	R5		990000	0.618	1	1.6
1554	29123	Madison	MO	1554	8	29123	Madison	MO	4418	998	22.60%	3221	72.90%	2223	50.30%	R	R3		ff7878	0.618	1	1.6	5223	1079	20.70%	3684	70.50%	2605	49.90%	R	R3		ff7878	0.618	1	1.6	2729	708	25.90%	1817	66.60%	1109	40.60%	R	R3		ff7878	0.618	1	1.6	4896	1106	22.60%	3655	74.70%	2549	52.10%	R	R3		ff7878	0.618	1	1.6	3579	1049	29.30%	2363	66.00%	1314	36.70%	R	R2		ff9999	0.618	1	1.6
1555	29125	Maries	MO	1555	3	29125	Maries	MO	3911	771	19.70%	3089	79.00%	2318	59.30%	R	R3		ff7878	0.618	1	1.6	4456	825	18.50%	3490	78.30%	2665	59.80%	R	R4		ff0000	0.618	1	1.6	2718	601	22.10%	2036	74.90%	1435	52.80%	R	R3		ff7878	0.618	1	1.6	4469	1099	24.60%	3253	72.80%	2154	48.20%	R	R3		ff7878	0.618	1	1.6	3349	0	0.00%	2798	83.50%	2798	83.50%	R	R5		990000	0.618	1	1.6
1556	29127	Marion	MO	1556	6	29127	Marion	MO	10643	2529	23.80%	7911	74.30%	5382	50.60%	R	R3		ff7878	0.618	1	1.6	12631	2915	23.10%	9405	74.50%	6490	51.40%	R	R3		ff7878	0.618	1	1.6	6753	1610	23.80%	5008	74.20%	3398	50.30%	R	R3		ff7878	0.618	1	1.6	11587	3907	33.70%	7462	64.40%	3555	30.70%	R	R2		ff9999	0.618	1	1.6	8239	0	0.00%	6767	82.10%	6767	82.10%	R	R5		990000	0.618	1	1.6
1557	29129	Mercer	MO	1557	6	29129	Mercer	MO	1359	145	10.70%	1182	87.00%	1037	76.30%	R	R4		ff0000	0.618	1	1.6	1679	197	11.70%	1444	86.00%	1247	74.30%	R	R4		ff0000	0.618	1	1.6	1223	176	14.40%	992	81.10%	816	66.70%	R	R4		ff0000	0.618	1	1.6	1617	269	16.60%	1311	81.10%	1042	64.40%	R	R4		ff0000	0.618	1	1.6	1222	197	16.10%	1023	83.70%	826	67.60%	R	R4		ff0000	0.618	1	1.6
1558	29131	Miller	MO	1558	3	29131	Miller	MO	9842	1530	15.50%	8129	82.60%	6599	67.00%	R	R4		ff0000	0.618	1	1.6	11246	1641	14.60%	9228	82.10%	7587	67.50%	R	R4		ff0000	0.618	1	1.6	5361	732	13.70%	4436	82.70%	3704	69.10%	R	R4		ff0000	0.618	1	1.6	10802	1860	17.20%	8548	79.10%	6688	61.90%	R	R4		ff0000	0.618	1	1.6	7790	0	0.00%	6641	85.30%	6641	85.30%	R	R5		990000	0.618	1	1.6
1559	29133	Mississippi	MO	1559	8	29133	Mississippi	MO	3778	1025	27.10%	2716	71.90%	1691	44.80%	R	R3		ff7878	0.618	1	1.6	4947	1525	30.80%	3345	67.60%	1820	36.80%	R	R2		ff9999	0.618	1	1.6	2396	625	26.10%	1643	68.60%	1018	42.50%	R	R3		ff7878	0.618	1	1.6	4781	1406	29.40%	3270	68.40%	1864	39.00%	R	R2		ff9999	0.618	1	1.6	3464	1122	32.40%	2218	64.00%	1096	31.60%	R	R2		ff9999	0.618	1	1.6
1560	29135	Moniteau	MO	1560	4	29135	Moniteau	MO	5923	1177	19.90%	4627	78.10%	3450	58.20%	R	R3		ff7878	0.618	1	1.6	6670	1272	19.10%	5161	77.40%	3889	58.30%	R	R3		ff7878	0.618	1	1.6	3425	629	18.40%	2596	75.80%	1967	57.40%	R	R3		ff7878	0.618	1	1.6	6298	1733	27.50%	4368	69.40%	2635	41.80%	R	R3		ff7878	0.618	1	1.6	5423	2628	48.50%	2580	47.60%	48	-0.90%	D	P		ff00ff	0.618	1	1.6
1561	29137	Monroe	MO	1561	6	29137	Monroe	MO	3618	750	20.70%	2792	77.20%	2042	56.40%	R	R3		ff7878	0.618	1	1.6	3985	899	22.60%	2955	74.20%	2056	51.60%	R	R3		ff7878	0.618	1	1.6	2171	529	24.40%	1592	73.30%	1063	49.00%	R	R3		ff7878	0.618	1	1.6	3830	1331	34.80%	2410	62.90%	1079	28.20%	R	R2		ff9999	0.618	1	1.6	2899	0	0.00%	2370	81.80%	2370	81.80%	R	R5		990000	0.618	1	1.6
1562	29139	Montgomery	MO	1562	3	29139	Montgomery	MO	4685	999	21.30%	3592	76.70%	2593	55.30%	R	R3		ff7878	0.618	1	1.6	5338	1078	20.20%	4080	76.40%	3002	56.20%	R	R3		ff7878	0.618	1	1.6	3232	677	20.90%	2426	75.10%	1749	54.10%	R	R3		ff7878	0.618	1	1.6	5202	1320	25.40%	3727	71.60%	2407	46.30%	R	R3		ff7878	0.618	1	1.6	4233	0	0.00%	3449	81.50%	3449	81.50%	R	R5		990000	0.618	1	1.6
1563	29141	Morgan	MO	1563	4	29141	Morgan	MO	7804	1651	21.20%	5985	76.70%	4334	55.50%	R	R3		ff7878	0.618	1	1.6	8588	1748	20.40%	6470	75.30%	4722	55.00%	R	R3		ff7878	0.618	1	1.6	5260	1048	19.90%	3964	75.40%	2916	55.40%	R	R3		ff7878	0.618	1	1.6	8520	2569	30.20%	5662	66.50%	3093	36.30%	R	R2		ff9999	0.618	1	1.6	7056	3265	46.30%	3436	48.70%	171	2.40%	R	R1		ffcccc	0.618	1	1.6
1564	29143	New Madrid	MO	1564	8	29143	New Madrid	MO	5678	1520	26.80%	4093	72.10%	2573	45.30%	R	R3		ff7878	0.618	1	1.6	7049	2022	28.70%	4876	69.20%	2854	40.50%	R	R3		ff7878	0.618	1	1.6	3566	1161	32.60%	2145	60.20%	984	27.60%	R	R2		ff9999	0.618	1	1.6	7157	2133	29.80%	4888	68.30%	2755	38.50%	R	R2		ff9999	0.618	1	1.6	4708	1628	34.60%	2908	61.80%	1280	27.20%	R	R2		ff9999	0.618	1	1.6
1565	29145	Newton	MO	1565	7	29145	Newton	MO	22392	4799	21.40%	16819	75.10%	12020	53.70%	R	R3		ff7878	0.618	1	1.6	26295	5790	22.00%	19497	74.10%	13707	52.10%	R	R3		ff7878	0.618	1	1.6	13033	2782	21.30%	9646	74.00%	6864	52.70%	R	R3		ff7878	0.618	1	1.6	24597	6174	25.10%	17499	71.10%	11325	46.00%	R	R3		ff7878	0.618	1	1.6	17906	4177	23.30%	13125	73.30%	8948	50.00%	R	R3		ff7878	0.618	1	1.6
1566	29147	Nodaway	MO	1566	6	29147	Nodaway	MO	7683	2050	26.70%	5405	70.40%	3355	43.70%	R	R3		ff7878	0.618	1	1.6	9323	2246	24.10%	6805	73.00%	4559	48.90%	R	R3		ff7878	0.618	1	1.6	5627	1558	27.70%	3878	68.90%	2320	41.20%	R	R3		ff7878	0.618	1	1.6	8870	2433	27.40%	6224	70.20%	3791	42.70%	R	R3		ff7878	0.618	1	1.6	6885	1662	24.10%	5223	75.90%	3561	51.70%	R	R3		ff7878	0.618	1	1.6
1567	29149	Oregon	MO	1567	8	29149	Oregon	MO	3761	816	21.70%	2896	77.00%	2080	55.30%	R	R3		ff7878	0.618	1	1.6	4448	876	19.70%	3447	77.50%	2571	57.80%	R	R3		ff7878	0.618	1	1.6	2412	584	24.20%	1458	60.40%	874	36.20%	R	R2		ff9999	0.618	1	1.6	4347	1103	25.40%	3061	70.40%	1958	45.00%	R	R3		ff7878	0.618	1	1.6	3522	1218	34.60%	2150	61.00%	932	26.50%	R	R2		ff9999	0.618	1	1.6
1568	29151	Osage	MO	1568	3	29151	Osage	MO	6024	856	14.20%	5094	84.60%	4238	70.40%	R	R4		ff0000	0.618	1	1.6	7016	889	12.70%	5956	84.90%	5067	72.20%	R	R4		ff0000	0.618	1	1.6	4145	596	14.40%	3435	82.90%	2839	68.50%	R	R4		ff0000	0.618	1	1.6	6823	990	14.50%	5694	83.50%	4704	68.90%	R	R4		ff0000	0.618	1	1.6	5549	0	0.00%	4936	89.00%	4936	89.00%	R	R5		990000	0.618	1	1.6
1569	29153	Ozark	MO	1569	8	29153	Ozark	MO	3961	722	18.20%	3183	80.40%	2461	62.10%	R	R4		ff0000	0.618	1	1.6	4353	723	16.60%	3487	80.10%	2764	63.50%	R	R4		ff0000	0.618	1	1.6	2600	454	17.50%	1833	70.50%	1379	53.00%	R	R3		ff7878	0.618	1	1.6	4347	907	20.90%	3264	75.10%	2357	54.20%	R	R3		ff7878	0.618	1	1.6	3546	1126	31.80%	2192	61.80%	1066	30.10%	R	R2		ff9999	0.618	1	1.6
1570	29155	Pemiscot	MO	1570	8	29155	Pemiscot	MO	4475	1455	32.50%	2985	66.70%	1530	34.20%	R	R2		ff9999	0.618	1	1.6	5691	1945	34.20%	3638	63.90%	1693	29.70%	R	R2		ff9999	0.618	1	1.6	2938	1013	34.50%	1695	57.70%	682	23.20%	R	R2		ff9999	0.618	1	1.6	6044	2184	36.10%	3782	62.60%	1598	26.40%	R	R2		ff9999	0.618	1	1.6	3467	1220	35.20%	2178	62.80%	958	27.60%	R	R2		ff9999	0.618	1	1.6
1571	29157	Perry	MO	1571	8	29157	Perry	MO	7191	1522	21.20%	5578	77.60%	4056	56.40%	R	R3		ff7878	0.618	1	1.6	8308	1468	17.70%	6616	79.60%	5148	62.00%	R	R4		ff0000	0.618	1	1.6	4701	896	19.10%	3387	72.00%	2491	53.00%	R	R3		ff7878	0.618	1	1.6	7824	1326	16.90%	6272	80.20%	4946	63.20%	R	R4		ff0000	0.618	1	1.6	6138	1402	22.80%	4356	71.00%	2954	48.10%	R	R3		ff7878	0.618	1	1.6
1572	29159	Pettis	MO	1572	4	29159	Pettis	MO	15047	4226	28.10%	10386	69.00%	6160	40.90%	R	R3		ff7878	0.618	1	1.6	17785	4211	23.70%	12636	71.00%	8425	47.40%	R	R3		ff7878	0.618	1	1.6	9332	2092	22.40%	6718	72.00%	4626	49.60%	R	R3		ff7878	0.618	1	1.6	16772	5290	31.50%	10781	64.30%	5491	32.70%	R	R2		ff9999	0.618	1	1.6	12685	5920	46.70%	6305	49.70%	385	3.00%	R	R1		ffcccc	0.618	1	1.6
1573	29161	Phelps	MO	1573	8	29161	Phelps	MO	15995	4716	29.50%	10977	68.60%	6261	39.10%	R	R2		ff9999	0.618	1	1.6	18305	4453	24.30%	13288	72.60%	8835	48.30%	R	R3		ff7878	0.618	1	1.6	10508	2585	24.60%	7387	70.30%	4802	45.70%	R	R3		ff7878	0.618	1	1.6	17859	4095	22.90%	13142	73.60%	9047	50.70%	R	R3		ff7878	0.618	1	1.6	14048	4399	31.30%	9128	65.00%	4729	33.70%	R	R2		ff9999	0.618	1	1.6
1574	29163	Pike	MO	1574	6	29163	Pike	MO	6190	1746	28.20%	4300	69.50%	2554	41.30%	R	R3		ff7878	0.618	1	1.6	7181	2051	28.60%	4907	68.30%	2856	39.80%	R	R2		ff9999	0.618	1	1.6	3950	1125	28.50%	2696	68.30%	1571	39.80%	R	R2		ff9999	0.618	1	1.6	6915	2580	37.30%	4151	60.00%	1571	22.70%	R	R2		ff9999	0.618	1	1.6	5225	0	0.00%	4062	77.70%	4062	77.70%	R	R4		ff0000	0.618	1	1.6
1575	29165	Platte	MO	1575	6	29165	Platte	MO	44189	18583	42.10%	24518	55.50%	5935	13.40%	R	R1		ffcccc	0.618	1	1.6	48586	17016	35.00%	29596	60.90%	12580	25.90%	R	R2		ff9999	0.618	1	1.6	22214	7483	33.70%	13780	62.00%	6297	28.30%	R	R2		ff9999	0.618	1	1.6	44556	15753	35.40%	27641	62.00%	11888	26.70%	R	R2		ff9999	0.618	1	1.6	30939	9843	31.80%	21087	68.20%	11244	36.30%	R	R2		ff9999	0.618	1	1.6
1576	29167	Polk	MO	1576	7	29167	Polk	MO	11623	2626	22.60%	8586	73.90%	5960	51.30%	R	R3		ff7878	0.618	1	1.6	13680	2880	21.10%	10170	74.30%	7290	53.30%	R	R3		ff7878	0.618	1	1.6	6506	1527	23.50%	4442	68.30%	2915	44.80%	R	R3		ff7878	0.618	1	1.6	12877	3564	27.70%	8631	67.00%	5067	39.30%	R	R2		ff9999	0.618	1	1.6	9807	3063	31.20%	6036	61.50%	2973	30.30%	R	R2		ff9999	0.618	1	1.6
1577	29169	Pulaski	MO	1577	4	29169	Pulaski	MO	10767	2445	22.70%	8024	74.50%	5579	51.80%	R	R3		ff7878	0.618	1	1.6	13253	2796	21.10%	9820	74.10%	7024	53.00%	R	R3		ff7878	0.618	1	1.6	6966	1282	18.40%	5333	76.60%	4051	58.20%	R	R3		ff7878	0.618	1	1.6	13232	3606	27.30%	9080	68.60%	5474	41.40%	R	R3		ff7878	0.618	1	1.6	9100	5146	56.50%	3618	39.80%	1528	-16.80%	D	B1		cce5ff	0.618	1	1.6
1578	29171	Putnam	MO	1578	6	29171	Putnam	MO	1901	255	13.40%	1617	85.10%	1362	71.60%	R	R4		ff0000	0.618	1	1.6	2258	315	14.00%	1897	84.00%	1582	70.10%	R	R4		ff0000	0.618	1	1.6	1236	162	13.10%	1032	83.50%	870	70.40%	R	R4		ff0000	0.618	1	1.6	2245	389	17.30%	1799	80.10%	1410	62.80%	R	R4		ff0000	0.618	1	1.6	1947	362	18.60%	1585	81.40%	1223	62.80%	R	R4		ff0000	0.618	1	1.6
1579	29173	Ralls	MO	1579	6	29173	Ralls	MO	4354	1008	23.20%	3289	75.50%	2281	52.40%	R	R3		ff7878	0.618	1	1.6	5094	1239	24.30%	3745	73.50%	2506	49.20%	R	R3		ff7878	0.618	1	1.6	3094	884	28.60%	2144	69.30%	1260	40.70%	R	R3		ff7878	0.618	1	1.6	4789	1786	37.30%	2917	60.90%	1131	23.60%	R	R2		ff9999	0.618	1	1.6	3492	0	0.00%	2789	79.90%	2789	79.90%	R	R5		990000	0.618	1	1.6
1580	29175	Randolph	MO	1580	4	29175	Randolph	MO	8818	2211	25.10%	6373	72.30%	4162	47.20%	R	R3		ff7878	0.618	1	1.6	10154	2440	24.00%	7193	70.80%	4753	46.80%	R	R3		ff7878	0.618	1	1.6	6544	1507	23.00%	4636	70.80%	3129	47.80%	R	R3		ff7878	0.618	1	1.6	9608	3168	33.00%	5930	61.70%	2762	28.70%	R	R2		ff9999	0.618	1	1.6	7263	0	0.00%	5610	77.20%	5610	77.20%	R	R4		ff0000	0.618	1	1.6
1581	29177	Ray	MO	1581	5	29177	Ray	MO	9385	3816	40.70%	5297	56.40%	1481	15.80%	R	R1		ffcccc	0.618	1	1.6	10691	4394	41.10%	5895	55.10%	1501	14.00%	R	R1		ffcccc	0.618	1	1.6	6362	2506	39.40%	3535	55.60%	1029	16.20%	R	R1		ffcccc	0.618	1	1.6	10156	4778	47.00%	5017	49.40%	239	2.40%	R	R1		ffcccc	0.618	1	1.6	7570	4020	53.10%	3174	41.90%	846	-11.20%	D	B1		cce5ff	0.618	1	1.6
1582	29179	Reynolds	MO	1582	8	29179	Reynolds	MO	2518	594	23.60%	1892	75.10%	1298	51.50%	R	R3		ff7878	0.618	1	1.6	2891	587	20.30%	2236	77.30%	1649	57.00%	R	R3		ff7878	0.618	1	1.6	1566	415	26.50%	1024	65.40%	609	38.90%	R	R2		ff9999	0.618	1	1.6	3159	789	25.00%	2301	72.80%	1512	47.90%	R	R3		ff7878	0.618	1	1.6	2503	967	38.60%	1440	57.50%	473	18.90%	R	R1		ffcccc	0.618	1	1.6
